iter	Logloss
201	0.188635957
202	0.186901987
203	0.1862232483
204	0.1856236774
205	0.1844077678
206	0.1840254711
207	0.1833555872
208	0.1822560791
209	0.1813524349
210	0.1810835189
211	0.1806641867
212	0.1795563317
213	0.1789166409
214	0.1786340035
215	0.1781448144
216	0.17780863
217	0.1763575911
218	0.1758117818
219	0.1749869886
220	0.1736354961
221	0.1726203719
222	0.1711470229
223	0.1709226962
224	0.1697565759
225	0.1688218939
226	0.1672912243
227	0.1668069109
228	0.1649276325
229	0.1646294662
230	0.1634569867
231	0.1626643694
232	0.1616755245
233	0.1610062918
234	0.1606295795
235	0.1592296333
236	0.158319706
237	0.1570439846
238	0.1567648557
239	0.1565688458
240	0.1553644689
241	0.1542253624
242	0.1533811639
243	0.1531223541
244	0.152130644
245	0.1510379669
246	0.1500720056
247	0.148910254
248	0.1485781126
249	0.1478216247
250	0.1475749385
251	0.1464479937
252	0.1454271014
253	0.1450571613
254	0.1444405582
255	0.1443479052
256	0.143588801
257	0.1434873457
258	0.142741568
259	0.1424841429
260	0.1411923252
261	0.1403964133
262	0.1400555261
263	0.1397430135
264	0.1393670346
265	0.1382795118
266	0.1377169807
267	0.1374949109
268	0.1362629095
269	0.1349927471
270	0.1346815002
271	0.1339347494
272	0.133157332
273	0.132761319
274	0.1319670752
275	0.1317666281
276	0.1310245961
277	0.1303612585
278	0.1296536977
279	0.1294168751
280	0.1284705474
281	0.1283326456
282	0.1279895643
283	0.1274710301
284	0.1273345285
285	0.1271938091
286	0.1267560743
287	0.1257818145
288	0.1251542915
289	0.124343021
290	0.123725459
291	0.1234514441
292	0.1232293744
293	0.1229746945
294	0.1228113376
295	0.122206079
296	0.1214774977
297	0.1212221134
298	0.1209283433
299	0.1205909377
300	0.1203334407
301	0.120058338
302	0.1199448418
303	0.1193763388
304	0.11914453
305	0.119019282
306	0.1187262
307	0.1186226186
308	0.1184983929
309	0.1174432181
310	0.1168707417
311	0.1163561873
312	0.1155053237
313	0.1151673363
314	0.1145487501
315	0.1142579506
316	0.1141477419
317	0.1138816887
318	0.1135068159
319	0.1132192858
320	0.1130573131
321	0.1127750395
322	0.1121496879
323	0.1113979144
324	0.1113238128
325	0.1107679766
326	0.1099996562
327	0.1098911716
328	0.1093987407
329	0.10839591
330	0.1077419721
331	0.1073810302
332	0.1070667774
333	0.1069194975
334	0.1064777079
335	0.106136239
336	0.1059747504
337	0.1058677604
338	0.1052845306
339	0.1050867693
340	0.1047178095
341	0.1045930297
342	0.1040839273
343	0.103638895
344	0.1032539751
345	0.1027989079
346	0.1025864188
347	0.1024044673
348	0.102315636
349	0.1020975072
350	0.1018288751
351	0.1017841434
352	0.1016777821
353	0.1011883188
354	0.101133355
355	0.1006671191
356	0.1005858984
357	0.09987180836
358	0.09943571063
359	0.09925973158
360	0.0991392272
361	0.09893095928
362	0.09867245282
363	0.09829137766
364	0.098122267
365	0.09779731898
366	0.09768588788
367	0.09737526789
368	0.09721508017
369	0.09710034932
370	0.09703807584
371	0.09680911383
372	0.09673974541
373	0.09653541323
374	0.09612115851
375	0.09564423969
376	0.09540942024
377	0.09513090238
378	0.0950526548
379	0.09470826065
380	0.09441281592
381	0.09381934386
382	0.0934190258
383	0.09300980485
384	0.09294943647
385	0.0924720529
386	0.09214695775
387	0.09176373497
388	0.0914676106
389	0.09120433834
390	0.09105683908
391	0.09053316209
392	0.09047414769
393	0.09009582468
394	0.08973042444
395	0.08938248379
396	0.0891106967
397	0.08890249111
398	0.08861506804
399	0.08856099789
400	0.0884766305
401	0.08814541462
402	0.08803778516
403	0.08755980448
404	0.08744491121
405	0.08699598489
406	0.0867048424
407	0.08664445462
408	0.08654832163
409	0.08620184647
410	0.08584731032
411	0.08563589055
412	0.08526557516
413	0.08491676065
414	0.08482395272
415	0.08442606853
416	0.08436259621
417	0.08418246154
418	0.08405979542
419	0.08374436803
420	0.08327217891
421	0.08291905182
422	0.0828668006
423	0.08269597609
424	0.08261606247
425	0.08234984429
426	0.08225023196
427	0.08217778587
428	0.08196516926
429	0.08186420292
430	0.08176107557
431	0.08162764835
432	0.08154705069
433	0.08145858368
434	0.08129485831
435	0.08093729978
436	0.08090159448
437	0.08043929913
438	0.08012324689
439	0.0799126422
440	0.07984078532
441	0.07972006305
442	0.07925995003
443	0.07919821304
444	0.07909610232
445	0.07894812185
446	0.07843467615
447	0.07835405189
448	0.07831396922
449	0.07817772419
450	0.07787829625
451	0.07763225922
452	0.07752632699
453	0.0772519275
454	0.07707211484
455	0.07701898848
456	0.07668796387
457	0.0766458605
458	0.07655248217
459	0.07649245124
460	0.07618027626
461	0.07572223031
462	0.07563717108
463	0.07549304267
464	0.07544735718
465	0.07538188978
466	0.0753172547
467	0.07528171372
468	0.07523429564
469	0.07493066708
